mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name,UUID,event_timestamp
17.5,6,258,95,3193,17.8,76,1,amc pacer d/l,0aa95ca0-d7ee-4b2e-98d2-d91c01f91a0c,2022-04-20 10:13:34.877522
29.5,4,97,71,1825,12.2,76,2,volkswagen rabbit,a0266d62-1fb2-4297-989e-58f66e51173e,2022-04-20 10:13:34.877537
32,4,85,70,1990,17,76,3,datsun b-210,edc4300b-62eb-4d01-8e91-d794582d2239,2022-04-20 10:13:34.877545
28,4,97,75,2155,16.4,76,3,toyota corolla,fed6eb5b-3f82-4950-977a-d6b76424161d,2022-04-20 10:13:34.877561
26.5,4,140,72,2565,13.6,76,1,ford pinto,e20dc20d-1a70-4440-a62c-2f8ce00e50b3,2022-04-20 10:13:34.877577
20,4,130,102,3150,15.7,76,2,volvo 245,377ef7b9-cd69-4e12-b6a5-5058ff13204c,2022-04-20 10:13:34.877585
13,8,318,150,3940,13.2,76,1,plymouth volare premier v8,418db412-d44f-43eb-944f-1ef697dfcc46,2022-04-20 10:13:34.877593
19,4,120,88,3270,21.9,76,2,peugeot 504,ac653140-fefc-4006-bf04-ceeddd2ca95c,2022-04-20 10:13:34.877601
19,6,156,108,2930,15.5,76,3,toyota mark ii,a8b2d392-4446-442c-ab22-5a6bb2346cea,2022-04-20 10:13:34.877609
16.5,6,168,120,3820,16.7,76,2,mercedes-benz 280s,3de8421f-a148-4640-b9c5-a04cdbb6db59,2022-04-20 10:13:34.877625
16.5,8,350,180,4380,12.1,76,1,cadillac seville,5270beaf-dea1-482f-9864-24a963d16ad6,2022-04-20 10:13:34.877633
13,8,350,145,4055,12,76,1,chevy c10,7281ee6e-7231-4c09-931a-3984e138a94b,2022-04-20 10:13:34.877653
13,8,302,130,3870,15,76,1,ford f108,a3bf18c7-5a83-4ffb-b1ee-4a894bea18ce,2022-04-20 10:13:34.877672
13,8,318,150,3755,14,76,1,dodge d100,56c009b7-8d84-4ac3-92bd-b04ecd6c5787,2022-04-20 10:13:34.877680
31.5,4,98,68,2045,18.5,77,3,honda accord cvcc,86042fda-55e8-42d0-b18c-33e4c0f6d7cd,2022-04-20 10:13:34.877688
30,4,111,80,2155,14.8,77,1,buick opel isuzu deluxe,b2cc5cd4-9d67-43c9-8d4b-52b8204d78a1,2022-04-20 10:13:34.877696
36,4,79,58,1825,18.6,77,2,renault 5 gtl,df7d409b-4d03-4b4a-a566-53af98f3a9ed,2022-04-20 10:13:34.877725
25.5,4,122,96,2300,15.5,77,1,plymouth arrow gs,1de5b592-b4e7-466d-b004-7c91937881d1,2022-04-20 10:13:34.877740
33.5,4,85,70,1945,16.8,77,3,datsun f-10 hatchback,9c1b7b83-ce98-4ec2-b8d8-4e4c9a639410,2022-04-20 10:13:34.877761
17.5,8,305,145,3880,12.5,77,1,chevrolet caprice classic,c919a920-bd08-4be7-9eaa-3dfafb418091,2022-04-20 10:13:34.877776
17,8,260,110,4060,19,77,1,oldsmobile cutlass supreme,1d2273ca-ec9f-4be6-a13e-0a8e90eaaf5c,2022-04-20 10:13:34.877784
15.5,8,318,145,4140,13.7,77,1,dodge monaco brougham,6b97ccfb-d75a-4bab-b4c4-a9e2d91dd44d,2022-04-20 10:13:34.877793
15,8,302,130,4295,14.9,77,1,mercury cougar brougham,f3809eef-58ad-414c-8110-8b8dc537c712,2022-04-20 10:13:34.877801
17.5,6,250,110,3520,16.4,77,1,chevrolet concours,6e717838-00a9-4d0d-8df7-f65b66e7567a,2022-04-20 10:13:34.877809
20.5,6,231,105,3425,16.9,77,1,buick skylark,1aaea3fd-7aef-47cc-9204-ec241442b5ff,2022-04-20 10:13:34.877817
19,6,225,100,3630,17.7,77,1,plymouth volare custom,58d5d26b-2af3-49d5-871f-c7d08967274d,2022-04-20 10:13:34.877830
18.5,6,250,98,3525,19,77,1,ford granada,a2ad680b-8415-41fb-b30e-c076fb0c09f8,2022-04-20 10:13:34.877878
16,8,400,180,4220,11.1,77,1,pontiac grand prix lj,1bf87393-5fe5-43ca-81a9-ce897026777f,2022-04-20 10:13:34.877894
15.5,8,350,170,4165,11.4,77,1,chevrolet monte carlo landau,6d462802-0d60-4d46-bce4-8ac49ec97e4b,2022-04-20 10:13:34.877914
15.5,8,400,190,4325,12.2,77,1,chrysler cordoba,032d77a5-cfed-45fa-b440-fb2b35cb09ac,2022-04-20 10:13:34.877923
16,8,351,149,4335,14.5,77,1,ford thunderbird,b910e5bf-fbd8-460d-9715-a247152eedad,2022-04-20 10:13:34.877933
29,4,97,78,1940,14.5,77,2,volkswagen rabbit custom,4089a1c6-a2b5-4c6b-92a6-41c8c4a4c7f4,2022-04-20 10:13:34.877941
24.5,4,151,88,2740,16,77,1,pontiac sunbird coupe,bcc6ed56-9e37-4d10-b147-f92bc6264a57,2022-04-20 10:13:34.877957
26,4,97,75,2265,18.2,77,3,toyota corolla liftback,87e89bae-331a-468c-b204-12d547fc726a,2022-04-20 10:13:34.877966
25.5,4,140,89,2755,15.8,77,1,ford mustang ii 2+2,65bf5fbf-4a5c-4420-a5de-4e49467e9af6,2022-04-20 10:13:34.877981
30.5,4,98,63,2051,17,77,1,chevrolet chevette,83791bb2-7e55-47b6-ac2c-c5e8403d7700,2022-04-20 10:13:34.878000
33.5,4,98,83,2075,15.9,77,1,dodge colt m/m,99f73217-b8e3-41da-9f01-cfd550cd3ea8,2022-04-20 10:13:34.878008
30,4,97,67,1985,16.4,77,3,subaru dl,28b5c574-2c44-49ea-8cbc-24503cb73979,2022-04-20 10:13:34.878016
30.5,4,97,78,2190,14.1,77,2,volkswagen dasher,7801cea8-1e9f-4a60-9b2a-869272ac16b6,2022-04-20 10:13:34.878024
22,6,146,97,2815,14.5,77,3,datsun 810,df65a003-4670-47d7-9824-fa1642e0e2d3,2022-04-20 10:13:34.878041
21.5,4,121,110,2600,12.8,77,2,bmw 320i,e790e4ba-c22b-4368-b3c0-586b3155426c,2022-04-20 10:13:34.878049
21.5,3,80,110,2720,13.5,77,3,mazda rx-4,a0cf063f-fed0-48cb-8619-dd82306f9809,2022-04-20 10:13:34.878057
43.1,4,90,48,1985,21.5,78,2,volkswagen rabbit custom diesel,8c948b53-5e87-427c-8e5b-12b4824f6bf8,2022-04-20 10:13:34.878065
36.1,4,98,66,1800,14.4,78,1,ford fiesta,e74ecc1c-3d4d-4cba-a7a1-ff90b4e9f153,2022-04-20 10:13:34.878079
32.8,4,78,52,1985,19.4,78,3,mazda glc deluxe,dae18a8e-3991-4304-8b97-b4696e275ca5,2022-04-20 10:13:34.878087
39.4,4,85,70,2070,18.6,78,3,datsun b210 gx,1ab0455e-a40d-46b0-9b56-1aecd8465b69,2022-04-20 10:13:34.878108
36.1,4,91,60,1800,16.4,78,3,honda civic cvcc,02222957-9406-4535-b17d-30a9879c6664,2022-04-20 10:13:34.878126
19.9,8,260,110,3365,15.5,78,1,oldsmobile cutlass salon brougham,acf61b2e-4a69-4eaa-9252-c63830f7df36,2022-04-20 10:13:34.878135
19.4,8,318,140,3735,13.2,78,1,dodge diplomat,c1020a96-4612-4a59-a6bc-48e63ca1f5a6,2022-04-20 10:13:34.878143
20.2,8,302,139,3570,12.8,78,1,mercury monarch ghia,8c410daf-0a33-45c2-b7b9-2c808ccc7b4a,2022-04-20 10:13:34.878151
19.2,6,231,105,3535,19.2,78,1,pontiac phoenix lj,81500a4a-bd91-4704-96dd-4b1c7490a37c,2022-04-20 10:13:34.878168
20.5,6,200,95,3155,18.2,78,1,chevrolet malibu,e77a57f6-6e65-4067-bbdc-e9e453d6b583,2022-04-20 10:13:34.878176
20.2,6,200,85,2965,15.8,78,1,ford fairmont (auto),248332f4-b0c0-4b55-87a2-5fb89c620c76,2022-04-20 10:13:34.878187
25.1,4,140,88,2720,15.4,78,1,ford fairmont (man),c77dd8da-bb77-4312-949d-dd7c4bf284a1,2022-04-20 10:13:34.878195
20.5,6,225,100,3430,17.2,78,1,plymouth volare,5025917e-b070-40dd-96c6-d0b24dba43d7,2022-04-20 10:13:34.878212
19.4,6,232,90,3210,17.2,78,1,amc concord,478c5777-3edf-4620-b791-98e4c2dd6f8c,2022-04-20 10:13:34.878226
20.6,6,231,105,3380,15.8,78,1,buick century special,282bf5ef-b9ae-4d52-9b36-4f8efc7ce607,2022-04-20 10:13:34.878234
20.8,6,200,85,3070,16.7,78,1,mercury zephyr,99d1eb28-fdd4-48fb-aa1f-1fbfb3bd0e13,2022-04-20 10:13:34.878242
18.6,6,225,110,3620,18.7,78,1,dodge aspen,dfa6282b-ff05-4dde-b5ed-2476c523956f,2022-04-20 10:13:34.878263
18.1,6,258,120,3410,15.1,78,1,amc concord d/l,7eebd65f-a03e-4e23-90ae-763e01802165,2022-04-20 10:13:34.878285
19.2,8,305,145,3425,13.2,78,1,chevrolet monte carlo landau,a2cc28ee-683e-4aed-8905-12ef6b59f270,2022-04-20 10:13:34.878296
17.7,6,231,165,3445,13.4,78,1,buick regal sport coupe (turbo),8c28fcc5-7fae-410d-8a85-774911b1de5f,2022-04-20 10:13:34.878318
18.1,8,302,139,3205,11.2,78,1,ford futura,3a3a22ef-67e3-48d2-b163-aa095a2a6571,2022-04-20 10:13:34.878341
17.5,8,318,140,4080,13.7,78,1,dodge magnum xe,45a6e8ee-0878-4039-8f26-d9803881f172,2022-04-20 10:13:34.878350
30,4,98,68,2155,16.5,78,1,chevrolet chevette,f6e78910-a68d-4895-b6a7-46f9f6342a99,2022-04-20 10:13:34.878358
27.5,4,134,95,2560,14.2,78,3,toyota corona,9aa1acd6-4728-4cac-8e8e-2c07d84ff7d2,2022-04-20 10:13:34.878366
27.2,4,119,97,2300,14.7,78,3,datsun 510,05788320-5978-43e7-aae5-8fba53a07652,2022-04-20 10:13:34.878381
30.9,4,105,75,2230,14.5,78,1,dodge omni,5fa42d50-7631-4563-9e16-ea01841dd991,2022-04-20 10:13:34.878389
21.1,4,134,95,2515,14.8,78,3,toyota celica gt liftback,1b98917d-6cb4-46ad-8732-3e83cab0b4ce,2022-04-20 10:13:34.878409
23.2,4,156,105,2745,16.7,78,1,plymouth sapporo,429d3861-2256-43b1-a2e0-b7b5187801c2,2022-04-20 10:13:34.878421
23.8,4,151,85,2855,17.6,78,1,oldsmobile starfire sx,ab6330b0-b777-499b-902b-0066e4885bf9,2022-04-20 10:13:34.878429
23.9,4,119,97,2405,14.9,78,3,datsun 200-sx,d1fd9511-6606-4403-ba18-3ecbbc394bb9,2022-04-20 10:13:34.878437
20.3,5,131,103,2830,15.9,78,2,audi 5000,988ff274-4af2-4d1c-9a01-e6c5923fff6b,2022-04-20 10:13:34.878445
17,6,163,125,3140,13.6,78,2,volvo 264gl,5baf49c0-a2c9-4bab-8f72-d30dc09af19b,2022-04-20 10:13:34.878460
21.6,4,121,115,2795,15.7,78,2,saab 99gle,5417824e-c4b1-4f8a-bb9e-d1f9ab118f37,2022-04-20 10:13:34.878478
16.2,6,163,133,3410,15.8,78,2,peugeot 604sl,f3681197-9cef-45ba-aadc-4661ddcd196d,2022-04-20 10:13:34.878486
31.5,4,89,71,1990,14.9,78,2,volkswagen scirocco,1637146b-96e7-43b9-b338-434c50e47d67,2022-04-20 10:13:34.878494
29.5,4,98,68,2135,16.6,78,3,honda accord lx,b30e0926-8459-4701-8ee9-9c86ded219ba,2022-04-20 10:13:34.878503
21.5,6,231,115,3245,15.4,79,1,pontiac lemans v6,4816e840-6492-4696-8d49-bc25c053fec4,2022-04-20 10:13:34.878511
19.8,6,200,85,2990,18.2,79,1,mercury zephyr 6,937653a4-8b5a-44de-9d9c-6a06a188e56a,2022-04-20 10:13:34.878524
22.3,4,140,88,2890,17.3,79,1,ford fairmont 4,3697b3dc-c31d-427a-8e32-4cf5258f2ffe,2022-04-20 10:13:34.878544
20.2,6,232,90,3265,18.2,79,1,amc concord dl 6,34143c7e-d4fe-4207-b946-792ab9d45455,2022-04-20 10:13:34.878552
20.6,6,225,110,3360,16.6,79,1,dodge aspen 6,a95d90c7-e28d-41fa-95fc-3ddd5601b86c,2022-04-20 10:13:34.878562
17,8,305,130,3840,15.4,79,1,chevrolet caprice classic,b77370dc-ee0f-4196-9a4a-7547d5092c4d,2022-04-20 10:13:34.878570
17.6,8,302,129,3725,13.4,79,1,ford ltd landau,b64f34bb-cddc-467e-aa9d-56b4bdc73762,2022-04-20 10:13:34.878578
16.5,8,351,138,3955,13.2,79,1,mercury grand marquis,f5f55352-b145-4481-875a-e087f261b0c5,2022-04-20 10:13:34.878586
18.2,8,318,135,3830,15.2,79,1,dodge st. regis,110c5ce7-7e88-4e7d-9041-27fdf49232d1,2022-04-20 10:13:34.878604
16.9,8,350,155,4360,14.9,79,1,buick estate wagon (sw),67add4b0-59d3-4d84-82cb-945a3b85dd16,2022-04-20 10:13:34.878612
15.5,8,351,142,4054,14.3,79,1,ford country squire (sw),44d11f60-89ee-483e-9553-db61a0ec6caa,2022-04-20 10:13:34.878620
19.2,8,267,125,3605,15,79,1,chevrolet malibu classic (sw),0417bdff-1135-45ef-aa21-14ac52259475,2022-04-20 10:13:34.878629
18.5,8,360,150,3940,13,79,1,chrysler lebaron town country (sw),9ba6d466-5270-40cd-a38b-4ba838e738e9,2022-04-20 10:13:34.878641
31.9,4,89,71,1925,14,79,2,vw rabbit custom,7d79d0fb-0f75-4c3a-842c-45012bdf58c4,2022-04-20 10:13:34.878659
34.1,4,86,65,1975,15.2,79,3,maxda glc deluxe,0a3539b1-999d-41ba-a39f-7af663f8fa9a,2022-04-20 10:13:34.878667
35.7,4,98,80,1915,14.4,79,1,dodge colt hatchback custom,87574ce8-e984-4a49-bd8e-7edd96658ebf,2022-04-20 10:13:34.878676
27.4,4,121,80,2670,15,79,1,amc spirit dl,50cddee1-2e55-4558-956a-1df4cb36f9f8,2022-04-20 10:13:34.878684
25.4,5,183,77,3530,20.1,79,2,mercedes benz 300d,d132bfa5-ff53-4dec-8cab-5bde63f78c8d,2022-04-20 10:13:34.878692
23,8,350,125,3900,17.4,79,1,cadillac eldorado,0cb006a5-391e-4865-9f06-6610ff380218,2022-04-20 10:13:34.878700
27.2,4,141,71,3190,24.8,79,2,peugeot 504,e2ce5b5c-d64a-45bf-bd77-5f6179889d6b,2022-04-20 10:13:34.878725
23.9,8,260,90,3420,22.2,79,1,oldsmobile cutlass salon brougham,1e950dad-7a1c-4dc5-b929-96f5b4e21966,2022-04-20 10:13:34.878738
34.2,4,105,70,2200,13.2,79,1,plymouth horizon,9a17a0ef-83c3-4420-9074-390b18e1e9c4,2022-04-20 10:13:34.878779
34.5,4,105,70,2150,14.9,79,1,plymouth horizon tc3,98fe5f75-3b2e-4940-9c4a-0604642d73a4,2022-04-20 10:13:34.878798
31.8,4,85,65,2020,19.2,79,3,datsun 210,768a8d45-7684-4604-af2a-3fec67e751ca,2022-04-20 10:13:34.878808
37.3,4,91,69,2130,14.7,79,2,fiat strada custom,fe990c44-f002-4bb9-8a86-5ffd0305bc4e,2022-04-20 10:13:34.878817
28.4,4,151,90,2670,16,79,1,buick skylark limited,b91d270c-2196-448c-b324-c55dfdcc6c74,2022-04-20 10:13:34.878825
28.8,6,173,115,2595,11.3,79,1,chevrolet citation,2f342025-95cf-4f59-bf2e-db84f004af58,2022-04-20 10:13:34.878833
26.8,6,173,115,2700,12.9,79,1,oldsmobile omega brougham,cf8a9629-389f-4f24-b7ea-6030bd0e0d91,2022-04-20 10:13:34.878842
33.5,4,151,90,2556,13.2,79,1,pontiac phoenix,8e62bff8-d084-47cd-8c99-5abbeacf0151,2022-04-20 10:13:34.878850
41.5,4,98,76,2144,14.7,80,2,vw rabbit,1f8b6dc9-f38f-4859-b25e-7649463d8fb9,2022-04-20 10:13:34.878858
38.1,4,89,60,1968,18.8,80,3,toyota corolla tercel,149ea8fc-2a51-4b9d-88ea-e209274e091d,2022-04-20 10:13:34.878866
32.1,4,98,70,2120,15.5,80,1,chevrolet chevette,2e830753-78ad-42b0-8cc3-0fa75b4b1020,2022-04-20 10:13:34.878874
37.2,4,86,65,2019,16.4,80,3,datsun 310,dc326b62-5de3-4b24-94c4-9f409551c112,2022-04-20 10:13:34.878883
28,4,151,90,2678,16.5,80,1,chevrolet citation,34b56700-65f3-46b9-bed3-deea7496ceb4,2022-04-20 10:13:34.878891
26.4,4,140,88,2870,18.1,80,1,ford fairmont,9c3a7fa6-7c43-414a-ab76-3ba4ee18a74a,2022-04-20 10:13:34.878899
24.3,4,151,90,3003,20.1,80,1,amc concord,80d84f26-7dc2-40d0-ab72-0ff84933593c,2022-04-20 10:13:34.878912
19.1,6,225,90,3381,18.7,80,1,dodge aspen,e1573b61-b31a-4c56-a4ea-e72190c380b9,2022-04-20 10:13:34.878920
34.3,4,97,78,2188,15.8,80,2,audi 4000,f5fd7073-418b-4027-8fd2-fcc2f7a61b61,2022-04-20 10:13:34.878928
29.8,4,134,90,2711,15.5,80,3,toyota corona liftback,e589999b-5ade-4668-8b41-3f86cccd486a,2022-04-20 10:13:34.878936
31.3,4,120,75,2542,17.5,80,3,mazda 626,dabc0cbe-340b-428a-8b86-c3c7be9e331f,2022-04-20 10:13:34.878945
37,4,119,92,2434,15,80,3,datsun 510 hatchback,e5192f69-0011-495a-ba68-ecd6bc9f6f13,2022-04-20 10:13:34.878953
32.2,4,108,75,2265,15.2,80,3,toyota corolla,5dff2d74-453d-4048-b99a-7e6aa86ba88c,2022-04-20 10:13:34.878961
46.6,4,86,65,2110,17.9,80,3,mazda glc,c463df89-81f1-4d42-bacb-ea0c02100495,2022-04-20 10:13:34.878969
27.9,4,156,105,2800,14.4,80,1,dodge colt,a972cd69-4ede-4ddd-b453-e22bfa3c1ee0,2022-04-20 10:13:34.878977
40.8,4,85,65,2110,19.2,80,3,datsun 210,e5a61e94-e6fd-411a-8c90-c79c2fe746ee,2022-04-20 10:13:34.878985
44.3,4,90,48,2085,21.7,80,2,vw rabbit c (diesel),2d57d669-ae1d-4cd0-bbd4-6d5e7b0264db,2022-04-20 10:13:34.878993
43.4,4,90,48,2335,23.7,80,2,vw dasher (diesel),9b4944af-07a2-4d2b-82fa-705132697463,2022-04-20 10:13:34.879001
36.4,5,121,67,2950,19.9,80,2,audi 5000s (diesel),6d6f8824-005d-4cb0-936f-47a1abbbfe41,2022-04-20 10:13:34.879010
30,4,146,67,3250,21.8,80,2,mercedes-benz 240d,c29e3033-b07e-4c4a-ad16-1ac67fcb0aec,2022-04-20 10:13:34.879018
44.6,4,91,67,1850,13.8,80,3,honda civic 1500 gl,b58d29ee-d4a2-4cb2-97ab-361ff5f2bcdf,2022-04-20 10:13:34.879026
33.8,4,97,67,2145,18,80,3,subaru dl,76a24e88-418d-41c9-996f-45264be0f3a8,2022-04-20 10:13:34.879037
29.8,4,89,62,1845,15.3,80,2,vokswagen rabbit,49cfe27a-506d-46ab-baea-e3294d0df53c,2022-04-20 10:13:34.879045
32.7,6,168,132,2910,11.4,80,3,datsun 280-zx,88d34026-fc1f-4517-aa5f-8c0f93873c7b,2022-04-20 10:13:34.879054
23.7,3,70,100,2420,12.5,80,3,mazda rx-7 gs,7e4b25b3-ae18-4f65-b2e7-5ec26f1a5119,2022-04-20 10:13:34.879062
35,4,122,88,2500,15.1,80,2,triumph tr7 coupe,f85dd82a-6c3a-4144-b29f-1b954ef20b5f,2022-04-20 10:13:34.879071
32.4,4,107,72,2290,17,80,3,honda accord,51a41327-bed7-4f4b-bb85-3ee341bf1c22,2022-04-20 10:13:34.879079
27.2,4,135,84,2490,15.7,81,1,plymouth reliant,dec5c262-5878-4242-a417-309cb28fbbbc,2022-04-20 10:13:34.879087
26.6,4,151,84,2635,16.4,81,1,buick skylark,b5ca43fe-93fd-4a36-a21b-27083a9894a4,2022-04-20 10:13:34.879095
25.8,4,156,92,2620,14.4,81,1,dodge aries wagon (sw),26adcbda-6b56-466c-9225-ee0c7f95cd5b,2022-04-20 10:13:34.879105
23.5,6,173,110,2725,12.6,81,1,chevrolet citation,0cd8ae73-4dce-4db8-b56a-de6592cf4225,2022-04-20 10:13:34.879113
30,4,135,84,2385,12.9,81,1,plymouth reliant,a971ca1e-8287-4eca-aec5-6761b9b250c9,2022-04-20 10:13:34.879122
39.1,4,79,58,1755,16.9,81,3,toyota starlet,de3805df-44af-46b8-8f5f-672efc65f4a7,2022-04-20 10:13:34.879130
39,4,86,64,1875,16.4,81,1,plymouth champ,d20ace78-5a33-4b83-bc21-64ef976e5eca,2022-04-20 10:13:34.879138
35.1,4,81,60,1760,16.1,81,3,honda civic 1300,6e160f81-3b54-4b5d-b2d4-905a68dd2048,2022-04-20 10:13:34.879146
32.3,4,97,67,2065,17.8,81,3,subaru,4116a860-e039-4ab3-afa3-25eac9357d11,2022-04-20 10:13:34.879155
37,4,85,65,1975,19.4,81,3,datsun 210 mpg,34b19bc2-83e5-45cf-ba9b-c03899217b00,2022-04-20 10:13:34.879162
37.7,4,89,62,2050,17.3,81,3,toyota tercel,4e29db8d-906f-4c8b-99d3-718aeaee0ac1,2022-04-20 10:13:34.879171
34.1,4,91,68,1985,16,81,3,mazda glc 4,04c234a6-a15a-4f42-9d38-80940f32823c,2022-04-20 10:13:34.879189
34.7,4,105,63,2215,14.9,81,1,plymouth horizon 4,ea481ec4-0ecc-4463-85db-a439fc15ce61,2022-04-20 10:13:34.879200
34.4,4,98,65,2045,16.2,81,1,ford escort 4w,a0ab784b-7a68-47e7-b077-2fd13ee1e21b,2022-04-20 10:13:34.879208
29.9,4,98,65,2380,20.7,81,1,ford escort 2h,2acc7fb5-3331-4e2a-949e-3636988a53c0,2022-04-20 10:13:34.879216
33,4,105,74,2190,14.2,81,2,volkswagen jetta,c207a9e1-f559-4bf1-95cd-8af8e2c0aaa3,2022-04-20 10:13:34.879224
33.7,4,107,75,2210,14.4,81,3,honda prelude,b665bffb-c8b6-4a4a-ba1d-954c82f79478,2022-04-20 10:13:34.879233
32.4,4,108,75,2350,16.8,81,3,toyota corolla,b2ad2ca5-6300-4bed-b4a6-91e27027af56,2022-04-20 10:13:34.879241
32.9,4,119,100,2615,14.8,81,3,datsun 200sx,79fde05f-7d62-4253-8582-6e9657335d35,2022-04-20 10:13:34.879249
31.6,4,120,74,2635,18.3,81,3,mazda 626,68d48ebc-c33d-4051-8b56-a2bf1c7a15e6,2022-04-20 10:13:34.879257
28.1,4,141,80,3230,20.4,81,2,peugeot 505s turbo diesel,4c916bb6-d882-40c4-afd1-98f50a083862,2022-04-20 10:13:34.879265
30.7,6,145,76,3160,19.6,81,2,volvo diesel,a5ff9dcd-1dca-424f-ad60-b1d46ca33c26,2022-04-20 10:13:34.879273
25.4,6,168,116,2900,12.6,81,3,toyota cressida,90b32e17-b36e-48f9-a383-081d52aae319,2022-04-20 10:13:34.879281
24.2,6,146,120,2930,13.8,81,3,datsun 810 maxima,6a1dab6a-3db2-4f7b-be01-5c96a0b1867d,2022-04-20 10:13:34.879289
22.4,6,231,110,3415,15.8,81,1,buick century,f24d7da0-5e9a-4a1e-adca-17d32cb1355d,2022-04-20 10:13:34.879298
26.6,8,350,105,3725,19,81,1,oldsmobile cutlass ls,82feb3fe-b172-499a-b7cd-19aa30f8833a,2022-04-20 10:13:34.879306
20.2,6,200,88,3060,17.1,81,1,ford granada gl,e0390449-c529-4c93-981b-08795d54b528,2022-04-20 10:13:34.879314
17.6,6,225,85,3465,16.6,81,1,chrysler lebaron salon,2ed307cb-b600-4c12-8e14-9ac24c28b1f1,2022-04-20 10:13:34.879323
28,4,112,88,2605,19.6,82,1,chevrolet cavalier,3d289f3c-0ab0-4432-8a66-d7688d3b15ac,2022-04-20 10:13:34.879331
27,4,112,88,2640,18.6,82,1,chevrolet cavalier wagon,4a908352-f8f8-4829-b463-eabe3f1ef2fb,2022-04-20 10:13:34.879344
34,4,112,88,2395,18,82,1,chevrolet cavalier 2-door,544716dc-1dbf-4911-9856-f50e6a3b1588,2022-04-20 10:13:34.879353
31,4,112,85,2575,16.2,82,1,pontiac j2000 se hatchback,5d67fb09-7b5b-4cce-b51a-b0ebdcc7c026,2022-04-20 10:13:34.879368
29,4,135,84,2525,16,82,1,dodge aries se,b3312726-37a2-472e-a13f-cd69a48806b6,2022-04-20 10:13:34.879386
27,4,151,90,2735,18,82,1,pontiac phoenix,ee91768d-00a9-4988-8642-645f0fd366de,2022-04-20 10:13:34.879395
24,4,140,92,2865,16.4,82,1,ford fairmont futura,7cacd94c-ceb0-4bc2-85f6-b8013e62252c,2022-04-20 10:13:34.879403
36,4,105,74,1980,15.3,82,2,volkswagen rabbit l,f979858d-fbbf-4da4-896e-bea8c3f18ade,2022-04-20 10:13:34.879411
37,4,91,68,2025,18.2,82,3,mazda glc custom l,140e558b-1029-4634-aa80-bf0e2661caec,2022-04-20 10:13:34.879419
31,4,91,68,1970,17.6,82,3,mazda glc custom,59e27e6d-fafe-4b3d-acfc-e8cee04196f8,2022-04-20 10:13:34.879427
38,4,105,63,2125,14.7,82,1,plymouth horizon miser,df1ac494-6877-4f53-b499-2f19186a882c,2022-04-20 10:13:34.879444
36,4,98,70,2125,17.3,82,1,mercury lynx l,17bc5b44-5a05-4657-8762-205eddf94f59,2022-04-20 10:13:34.879466
36,4,120,88,2160,14.5,82,3,nissan stanza xe,b2ec17af-6898-4141-87e5-86b63a92a7e6,2022-04-20 10:13:34.879476
36,4,107,75,2205,14.5,82,3,honda accord,98c4ff18-c090-4f10-ab06-66430a6b0c12,2022-04-20 10:13:34.879484
34,4,108,70,2245,16.9,82,3,toyota corolla,448879d7-b3aa-4fd7-bcea-3c47a963414e,2022-04-20 10:13:34.879492
38,4,91,67,1965,15,82,3,honda civic,aa460e7a-986d-4042-9542-efbe7d31b45f,2022-04-20 10:13:34.879500
32,4,91,67,1965,15.7,82,3,honda civic (auto),f2031a10-99d6-4890-9bf8-f621f280ca44,2022-04-20 10:13:34.879508
38,4,91,67,1995,16.2,82,3,datsun 310 gx,b9fe1a99-454c-472d-8a1c-ca5c85eead07,2022-04-20 10:13:34.879516
25,6,181,110,2945,16.4,82,1,buick century limited,d6110f6c-5032-497f-8be9-b06cc2c82e79,2022-04-20 10:13:34.879524
38,6,262,85,3015,17,82,1,oldsmobile cutlass ciera (diesel),28a13088-60dc-4d33-adbe-95e7587f803e,2022-04-20 10:13:34.879533
26,4,156,92,2585,14.5,82,1,chrysler lebaron medallion,db3fe53b-1211-4c90-a18c-10bcf58372c0,2022-04-20 10:13:34.879541
22,6,232,112,2835,14.7,82,1,ford granada l,c6e18231-022a-4720-971d-f2fcfac814ec,2022-04-20 10:13:34.879549
32,4,144,96,2665,13.9,82,3,toyota celica gt,36248e9b-aba4-46a2-9a31-91e486ab433c,2022-04-20 10:13:34.879557
36,4,135,84,2370,13,82,1,dodge charger 2.2,549db4e7-af10-4d10-8ce5-f9e7f1163090,2022-04-20 10:13:34.879565
27,4,151,90,2950,17.3,82,1,chevrolet camaro,516695c2-379f-470d-879d-ed1bfaa20e45,2022-04-20 10:13:34.879573
27,4,140,86,2790,15.6,82,1,ford mustang gl,b9972aee-684a-4e35-8512-572f882a485f,2022-04-20 10:13:34.879581
44,4,97,52,2130,24.6,82,2,vw pickup,b37cdcd3-c8a8-46ae-b874-41c7a3b3bcc7,2022-04-20 10:13:34.879589
32,4,135,84,2295,11.6,82,1,dodge rampage,51f708a9-215b-4bed-8ef0-2590637b672f,2022-04-20 10:13:34.879597
28,4,120,79,2625,18.6,82,1,ford ranger,16452652-4926-42ed-a1c9-47ea7cee3044,2022-04-20 10:13:34.879605
31,4,119,82,2720,19.4,82,1,chevy s-10,1ced052d-0da0-4c69-a34a-d04707426767,2022-04-20 10:13:34.879613
